#词语 词类标记 词类名称 出现次数 频率 累积频率
曾 nhf 人名-姓 55 0.0006 93.5401
惧怕 v 动词 55 0.0006 93.5389
月经 n 名词 55 0.0006 93.5539
岁 n 名词 55 0.0006 93.5335
船舱 n 名词 55 0.0006 93.5341
航道 n 名词 55 0.0006 93.5347
注册商标 n 名词 55 0.0006 93.5353
提供 n 名词 55 0.0006 93.5359
纵深 n 名词 55 0.0006 93.5365
上皮 n 名词 55 0.0006 93.5371
死死 d 副词 55 0.0006 93.5377
气喘吁吁 i 习用语 55 0.0006 93.5383
贯 v 动词 55 0.0006 93.5467
朱元璋 nh 人名 55 0.0006 93.5395
童 n 名词 55 0.0006 93.5323
寒流 n 名词 55 0.0006 93.5239
可能 a 形容词 55 0.0006 93.5407
一怔 v 动词 55 0.0006 93.5479
过低 a 形容词 55 0.0006 93.5413
染上 v 动词 55 0.0006 93.5419
复仇 v 动词 55 0.0006 93.5425
堂屋 n 名词 55 0.0006 93.5431
恶性 a 形容词 55 0.0006 93.5437
热带雨林 n 名词 55 0.0006 93.5443
富贵 a 形容词 55 0.0006 93.5449
公务 n 名词 55 0.0006 93.5455
松花江 ns 地名 55 0.0006 93.5461
典范 n 名词 55 0.0006 93.5329
保姆 n 名词 55 0.0006 93.5755
带去 v 动词 55 0.0006 93.5779
路径 n 名词 55 0.0006 93.5791
一阵风 n 名词 55 0.0006 93.5773
左翼 n 名词 55 0.0006 93.5803
集市 n 名词 55 0.0006 93.5809
激活 v 动词 55 0.0006 93.5815
肢体 n 名词 55 0.0006 93.5821
胸口 nl 处所名词 55 0.0006 93.5827
无序 v 动词 55 0.0006 93.5833
耳目 n 名词 55 0.0006 93.5839
驰骋 v 动词 55 0.0006 93.5845
久而久之 i 习用语 55 0.0006 93.5851
地雷 n 名词 55 0.0006 93.5857
拿走 v 动词 55 0.0006 93.5911
热河 ns 地名 55 0.0006 93.5905
紧缩 v 动词 55 0.0006 93.5899
商品市场 n 名词 55 0.0006 93.5917
熄 v 动词 55 0.0006 93.5893
恐怕 v 动词 55 0.0006 93.5887
洋 n 名词 55 0.0006 93.5881
短小 a 形容词 55 0.0006 93.5875
扫描 v 动词 55 0.0006 93.5863
明 v 动词 55 0.0006 93.5869
杜鹃 n 名词 55 0.0006 93.5797
烈日 n 名词 55 0.0006 93.5689
剔除 v 动词 55 0.0006 93.5629
阳性 n 名词 55 0.0006 93.5635
临界 v 动词 55 0.0006 93.5641
粽子 n 名词 55 0.0006 93.5647
秦 nt 时间名词 55 0.0006 93.5653
新兴 n 名词 55 0.0006 93.5659
民警 n 名词 55 0.0006 93.5665
妄 d 副词 55 0.0006 93.5671
挑剔 v 动词 55 0.0006 93.5677
头人 n 名词 55 0.0006 93.5701
氢弹 n 名词 55 0.0006 93.5683
飘荡 v 动词 55 0.0006 93.5785
蜥蜴 n 名词 55 0.0006 93.5767
木工 n 名词 55 0.0006 93.5695
谋求 v 动词 55 0.0006 93.5623
褐 a 形容词 55 0.0006 93.5707
松散 a 形容词 55 0.0006 93.5713
巴基斯坦 ns 地名 55 0.0006 93.5719
福气 n 名词 55 0.0006 93.5725
幸好 d 副词 55 0.0006 93.5731
各自 d 副词 55 0.0006 93.5737
称呼 v 动词 55 0.0006 93.5743
这边 r 代词 55 0.0006 93.5749
茶壶 n 名词 55 0.0006 93.5485
光明 a 形容词 55 0.0006 93.5155
共和党 n 名词 55 0.0006 93.4885
批评家 n 名词 55 0.0006 93.4843
胡萝卜 n 名词 55 0.0006 93.4891
清静 a 形容词 55 0.0006 93.4933
集会 v 动词 55 0.0006 93.4897
脉冲 n 名词 55 0.0006 93.4903
轻便 a 形容词 55 0.0006 93.4909
辖 v 动词 55 0.0006 93.4915
迁就 v 动词 55 0.0006 93.4921
锻 v 动词 55 0.0006 93.4927
下肢 n 名词 55 0.0006 93.5011
他们俩 r 代词 55 0.0006 93.4939
级别 n 名词 55 0.0006 93.4867
背后 n 名词 55 0.0006 93.4951
迈出 v 动词 55 0.0006 93.4957
崩 v 动词 55 0.0006 93.4963
转眼 nt 时间名词 55 0.0006 93.4969
和蔼 a 形容词 55 0.0006 93.4975
校舍 n 名词 55 0.0006 93.4981
工匠 n 名词 55 0.0006 93.4987
彝族 ns 地名 55 0.0006 93.4993
不服气 v 动词 55 0.0006 93.4999
铲除 v 动词 55 0.0006 93.5005
当官 v 动词 55 0.0006 93.4945
等价交换 i 习用语 55 0.0006 93.4837
解 n 名词 55 0.0006 93.4783
灭绝 v 动词 55 0.0006 93.4765
目睹 v 动词 55 0.0006 93.4771
道道 n 名词 55 0.0006 93.4717
提防 v 动词 55 0.0006 93.4753
恰恰相反 i 习用语 55 0.0006 93.4759
胜仗 n 名词 55 0.0006 93.4747
再不 c 连词 55 0.0006 93.4741
只因 p 介词 55 0.0006 93.4735
谢绝 v 动词 55 0.0006 93.4729
短波 n 名词 55 0.0006 93.4723
期满 v 动词 55 0.0006 93.4777
重组 v 动词 55 0.0006 93.4789
那位 n 名词 55 0.0006 93.4795
抿 v 动词 55 0.0006 93.4801
衬 v 动词 55 0.0006 93.4807
刹那间 nt 时间名词 55 0.0006 93.4813
瞬时 nt 时间名词 55 0.0006 93.4819
营房 n 名词 55 0.0006 93.4825
慌张 a 形容词 55 0.0006 93.4861
杨虎城 nh 人名 55 0.0006 93.4831
第十 m 数词 55 0.0006 93.4849
突如其来 i 习用语 55 0.0006 93.4855
华南 nl 处所名词 55 0.0006 93.4879
拘束 a 形容词 55 0.0006 93.5311
尖刀 n 名词 55 0.0006 93.5173
闲话 n 名词 55 0.0006 93.5179
社会学家 n 名词 55 0.0006 93.5185
溅 v 动词 55 0.0006 93.5191
收敛 v 动词 55 0.0006 93.5197
自幼 d 副词 55 0.0006 93.5203
讲故事 v 动词 55 0.0006 93.5209
敌情 n 名词 55 0.0006 93.5215
奋力 v 动词 55 0.0006 93.5221
稿件 n 名词 55 0.0006 93.5317
野花 n 名词 55 0.0006 93.5167
表征 n 名词 55 0.0006 93.5251
牵涉 v 动词 55 0.0006 93.5257
派兵 v 动词 55 0.0006 93.5263
等分 v 动词 55 0.0006 93.5269
几经 v 动词 55 0.0006 93.5275
寒潮 n 名词 55 0.0006 93.5281
地道 n 名词 55 0.0006 93.5287
普查 v 动词 55 0.0006 93.5293
缔 v 动词 55 0.0006 93.5299
武生 n 名词 55 0.0006 93.5305
车里 nl 处所名词 55 0.0006 93.5095
水兵 n 名词 55 0.0006 93.5245
苏醒 v 动词 55 0.0006 93.5233
器皿 n 名词 55 0.0006 93.5023
一九五四 m 数词 55 0.0006 93.5029
屯 n 名词 55 0.0006 93.5035
多亏 v 动词 55 0.0006 93.5041
黎小玲 nh 人名 55 0.0006 93.5047
高楼 n 名词 55 0.0006 93.5053
燃气 n 名词 55 0.0006 93.5059
日用 a 形容词 55 0.0006 93.5065
普通人 n 名词 55 0.0006 93.5071
乌 a 形容词 55 0.0006 93.5077
北伐 v 动词 55 0.0006 93.5161
重担 n 名词 55 0.0006 93.5089
头皮 n 名词 55 0.0006 93.5017
灵敏度 n 名词 55 0.0006 93.5101
风云 n 名词 55 0.0006 93.5107
漫步 v 动词 55 0.0006 93.5113
课堂上 n 名词 55 0.0006 93.5119
李嘉图 nh 人名 55 0.0006 93.5125
寄给 v 动词 55 0.0006 93.5083
津津有味 i 习用语 55 0.0006 93.5131
留有 v 动词 55 0.0006 93.4873
铁矿石 n 名词 55 0.0006 93.5137
金黄色 n 名词 55 0.0006 93.5143
双腿 n 名词 55 0.0006 93.5149
无异 v 动词 55 0.0006 93.5227
枝头 n 名词 54 0.0006 93.6745
圈 q 量词 54 0.0006 93.6751
新词 n 名词 54 0.0006 93.6757
光年 q 量词 54 0.0006 93.6763
黄山 ns 地名 54 0.0006 93.6769
高喊 v 动词 54 0.0006 93.7045
具 n 名词 54 0.0006 93.6781
蒸馏水 n 名词 54 0.0006 93.6823
共同语 n 名词 54 0.0006 93.6787
斑点 n 名词 54 0.0006 93.6793
引来 v 动词 54 0.0006 93.6799
底 nd 方位名词 54 0.0006 93.6805
不发达国家 n 名词 54 0.0006 93.6895
游到 v 动词 54 0.0006 93.6817
远距离 n 名词 54 0.0006 93.6739
上下文 n 名词 54 0.0006 93.6829
践踏 v 动词 54 0.0006 93.6835
魏 ns 地名 54 0.0006 93.6841
受害 v 动词 54 0.0006 93.6847
战火 n 名词 54 0.0006 93.6853
漫不经心 i 习用语 54 0.0006 93.6859
登山 v 动词 54 0.0006 93.6865
说明 n 名词 54 0.0006 93.6871
下辖 v 动词 54 0.0006 93.6877
旬 nt 时间名词 54 0.0006 93.6883
财团 n 名词 54 0.0006 93.6889
升级 v 动词 54 0.0006 93.6661
盛大 a 形容词 54 0.0006 93.6649
过敏 a 形容词 54 0.0006 93.6811
长者 n 名词 54 0.0006 93.6589
沉沉 a 形容词 54 0.0006 93.6595
受灾 v 动词 54 0.0006 93.6601
抡 v 动词 54 0.0006 93.6607
视角 n 名词 54 0.0006 93.6613
棉被 n 名词 54 0.0006 93.6619
输卵管 n 名词 54 0.0006 93.6625
分力 n 名词 54 0.0006 93.6631
庄 nhf 人名-姓 54 0.0006 93.6637
甘 a 形容词 54 0.0006 93.6643
共振 v 动词 54 0.0006 93.6733
名言 n 名词 54 0.0006 93.6655
厘米 n 名词 54 0.0006 93.6577
体贴 v 动词 54 0.0006 93.6667
尾部 nd 方位名词 54 0.0006 93.6673
多达 v 动词 54 0.0006 93.6679
南边 nd 方位名词 54 0.0006 93.6685
解放思想 i 习用语 54 0.0006 93.6691
贷 v 动词 54 0.0006 93.6697
换位 v 动词 54 0.0006 93.6703
不需 v 动词 54 0.0006 93.6709
极为 v 动词 54 0.0006 93.6715
植树造林 i 习用语 54 0.0006 93.6721
苗圃 n 名词 54 0.0006 93.6727
组装 v 动词 54 0.0006 93.6583
西双版纳 ns 地名 54 0.0006 93.7039
省区 n 名词 54 0.0006 93.7075
钢笔 n 名词 54 0.0006 93.7081
短篇小说 n 名词 54 0.0006 93.7087
偶像 n 名词 54 0.0006 93.7117
海平面 n 名词 54 0.0006 93.7093
义军 n 名词 54 0.0006 93.7099
拿过 v 动词 54 0.0006 93.7159
比热 n 名词 54 0.0006 93.7111
周刊 n 名词 54 0.0006 93.7063
残存 v 动词 54 0.0006 93.7123
芬兰 ns 地名 54 0.0006 93.7129
取暖 v 动词 54 0.0006 93.7135
劝阻 v 动词 54 0.0006 93.7171
薪水 n 名词 54 0.0006 93.7219
深重 a 形容词 54 0.0006 93.7213
科威特 ns 地名 54 0.0006 93.7207
营 v 动词 54 0.0006 93.7201
师爷 n 名词 54 0.0006 93.7195
月色 n 名词 54 0.0006 93.7189
悠闲 a 形容词 54 0.0006 93.7141
轰击 v 动词 54 0.0006 93.7177
欲 vu 能愿动词 54 0.0006 93.7183
肋骨 n 名词 54 0.0006 93.7153
用药 v 动词 54 0.0006 93.7147
肿胀 v 动词 54 0.0006 93.7165
叮当 o 拟声词 54 0.0006 93.7105
难点 n 名词 54 0.0006 93.6973
算是 v 动词 54 0.0006 93.6907
契丹 ns 地名 54 0.0006 93.6913
气呼呼 a 形容词 54 0.0006 93.6919
消磨 v 动词 54 0.0006 93.6925
先于 v 动词 54 0.0006 93.6931
光束 n 名词 54 0.0006 93.6937
匙 n 名词 54 0.0006 93.6943
映出 v 动词 54 0.0006 93.6949
爹妈 n 名词 54 0.0006 93.6955
拉车 v 动词 54 0.0006 93.6961
愤 v 动词 54 0.0006 93.6967
折 n 名词 54 0.0006 93.7057
生产量 n 名词 54 0.0006 93.6979
全神贯注 i 习用语 54 0.0006 93.6901
瘦弱 a 形容词 54 0.0006 93.6991
笃 v 动词 54 0.0006 93.6997
好意 n 名词 54 0.0006 93.7003
巴尔扎克 nh 人名 54 0.0006 93.7009
提成 v 动词 54 0.0006 93.7015
吞下 v 动词 54 0.0006 93.7021
睫毛 n 名词 54 0.0006 93.7027
顶住 v 动词 54 0.0006 93.6985
名 a 形容词 54 0.0006 93.7033
聋 a 形容词 54 0.0006 93.7069
伙 n 名词 54 0.0006 93.6385
战地 n 名词 54 0.0006 93.7051
可见 v 动词 54 0.0006 93.6775
命脉 n 名词 54 0.0006 93.6373
主观主义 n 名词 54 0.0006 93.6073
电钮 n 名词 54 0.0006 93.6103
看热闹 v 动词 54 0.0006 93.6157
渔 v 动词 54 0.0006 93.6109
雨后 nt 时间名词 54 0.0006 93.6115
核准 v 动词 54 0.0006 93.6121
需求量 n 名词 54 0.0006 93.6127
交出 v 动词 54 0.0006 93.6133
鱼池 n 名词 54 0.0006 93.6139
合于 v 动词 54 0.0006 93.6145
盆 q 量词 54 0.0006 93.6151
木星 n 名词 54 0.0006 93.6241
集权 n 名词 54 0.0006 93.6163
不善 a 形容词 54 0.0006 93.6085
谓 n 名词 54 0.0006 93.6175
终结 v 动词 54 0.0006 93.6181
喻 v 动词 54 0.0006 93.6187
江山 n 名词 54 0.0006 93.6193
怪事 n 名词 54 0.0006 93.6199
应声 v 动词 54 0.0006 93.6205
图样 n 名词 54 0.0006 93.6211
声带 n 名词 54 0.0006 93.6217
外行 n 名词 54 0.0006 93.6223
髻 n 名词 54 0.0006 93.6229
人畜 n 名词 54 0.0006 93.6235
地幔 n 名词 54 0.0006 93.6169
领队 n 名词 54 0.0006 93.6037
牧 v 动词 54 0.0006 93.5989
小明 nhs 人名-名 54 0.0006 93.5965
疑虑 n 名词 54 0.0006 93.5923
年岁 nt 时间名词 54 0.0006 93.5971
硬要 v 动词 54 0.0006 93.5995
拳击 n 名词 54 0.0006 93.5959
小花 n 名词 54 0.0006 93.5953
自然物 n 名词 54 0.0006 93.5947
十字架 n 名词 54 0.0006 93.5941
共同性 n 名词 54 0.0006 93.5935
辛酸 a 形容词 54 0.0006 93.5929
科举 n 名词 54 0.0006 93.5977
沉 a 形容词 54 0.0006 93.6001
仨 m 数词 54 0.0006 93.6007
闻声 v 动词 54 0.0006 93.6013
冯俭 nh 人名 54 0.0006 93.6019
止住 v 动词 54 0.0006 93.6079
海斯 nh 人名 54 0.0006 93.6031
送礼 v 动词 54 0.0006 93.5983
活路 n 名词 54 0.0006 93.6043
库仑 q 量词 54 0.0006 93.6049
火葬 v 动词 54 0.0006 93.6055
伤感 v 动词 54 0.0006 93.6025
诸多 a 形容词 54 0.0006 93.6067
尤 nhf 人名-姓 54 0.0006 93.6061
教练员 n 名词 54 0.0006 93.6097
攫取 v 动词 54 0.0006 93.6565
湘 ns 地名 54 0.0006 93.6415
破案 v 动词 54 0.0006 93.6421
实则 c 连词 54 0.0006 93.6427
跳起 v 动词 54 0.0006 93.6433
飞行器 n 名词 54 0.0006 93.6439
丽 a 形容词 54 0.0006 93.6445
中游 nl 处所名词 54 0.0006 93.6451
发火 v 动词 54 0.0006 93.6457
血腥 a 形容词 54 0.0006 93.6463
善意 n 名词 54 0.0006 93.6469
主客观 n 名词 54 0.0006 93.6475
刁 a 形容词 54 0.0006 93.6571
劳工 n 名词 54 0.0006 93.6487
单靠 v 动词 54 0.0006 93.6409
外加 v 动词 54 0.0006 93.6499
上千 m 数词 54 0.0006 93.6505
全民性 n 名词 54 0.0006 93.6511
专程 d 副词 54 0.0006 93.6517
史书 n 名词 54 0.0006 93.6523
百花齐放 i 习用语 54 0.0006 93.6529
拍打 v 动词 54 0.0006 93.6535
一天到晚 i 习用语 54 0.0006 93.6541
前线 n 名词 54 0.0006 93.6547
咽喉 n 名词 54 0.0006 93.6553
积 n 名词 54 0.0006 93.6559
想方设法 i 习用语 54 0.0006 93.6331
城堡 n 名词 54 0.0006 93.6493
敬礼 v 动词 54 0.0006 93.6481
逸出 v 动词 54 0.0006 93.6253
获胜 v 动词 54 0.0006 93.6259
讨好 v 动词 54 0.0006 93.6265
石灰水 n 名词 54 0.0006 93.6271
下端 nd 方位名词 54 0.0006 93.6277
专利权 n 名词 54 0.0006 93.6283
我党 n 名词 54 0.0006 93.6289
佃农 n 名词 54 0.0006 93.6295
减速 v 动词 54 0.0006 93.6301
妨害 v 动词 54 0.0006 93.6307
聊天 v 动词 54 0.0006 93.6313
求学 v 动词 54 0.0006 93.6403
斧 n 名词 54 0.0006 93.6325
唯独 d 副词 54 0.0006 93.6247
呼叫 v 动词 54 0.0006 93.6337
苏北 ns 地名 54 0.0006 93.6343
霸权主义 n 名词 54 0.0006 93.6349
吴作人 nh 人名 54 0.0006 93.6355
男女老少 n 名词 54 0.0006 93.6361
秦汉 nt 时间名词 54 0.0006 93.6367
定国 nhs 人名-名 54 0.0006 93.6319
可变 a 形容词 54 0.0006 93.6379
病床 n 名词 54 0.0006 93.6091
掩蔽 v 动词 54 0.0006 93.6391
新西兰 ns 地名 54 0.0006 93.6397
可口 a 形容词 53 0.0006 93.7969
兼有 v 动词 53 0.0006 93.7975
净 d 副词 53 0.0006 93.7981
长白山 ns 地名 53 0.0006 93.7987
副教授 n 名词 53 0.0006 93.7993
试样 v 动词 53 0.0006 93.7999
北京大学 ni 机构名 53 0.0006 93.8005
晒干 v 动词 53 0.0006 93.8011
豪迈 a 形容词 53 0.0006 93.8095
创造性思维 n 名词 53 0.0006 93.8023
沉寂 a 形容词 53 0.0006 93.7951
凝神 v 动词 53 0.0006 93.8035
唱法 n 名词 53 0.0006 93.8041
涌出 v 动词 53 0.0006 93.8047
密布 v 动词 53 0.0006 93.8053
展览 n 名词 53 0.0006 93.8059
驳斥 v 动词 53 0.0006 93.8065
山间 nl 处所名词 53 0.0006 93.8071
生长期 nt 时间名词 53 0.0006 93.8077
问话 v 动词 53 0.0006 93.8083
名胜 n 名词 53 0.0006 93.7879
渺小 a 形容词 53 0.0006 93.8227
碎屑 n 名词 53 0.0006 93.8029
离休 v 动词 53 0.0006 93.8089
水系 n 名词 53 0.0006 93.8017
巴黎公社 n 名词 53 0.0006 93.7813
顿悟 v 动词 53 0.0006 93.7819
分队 n 名词 53 0.0006 93.7825
袭来 v 动词 53 0.0006 93.7831
技 n 名词 53 0.0006 93.7837
学术界 n 名词 53 0.0006 93.7843
阿妈 n 名词 53 0.0006 93.7849
酒店 n 名词 53 0.0006 93.7855
家里人 n 名词 53 0.0006 93.7861
赛 n 名词 53 0.0006 93.7945
茄子 n 名词 53 0.0006 93.7873
水螅 n 名词 53 0.0006 93.7807
小康 n 名词 53 0.0006 93.7885
态势 n 名词 53 0.0006 93.7891
心血管 n 名词 53 0.0006 93.7897
批量 n 名词 53 0.0006 93.7903
未尝 d 副词 53 0.0006 93.7909
国产 a 形容词 53 0.0006 93.7915
此项 r 代词 53 0.0006 93.7921
引发 v 动词 53 0.0006 93.7927
执照 n 名词 53 0.0006 93.7933
拨乱反正 i 习用语 53 0.0006 93.7939
栋 q 量词 53 0.0006 93.7867
湖边 nl 处所名词 53 0.0006 93.8221
赵强 nh 人名 53 0.0006 93.8257
遭遇 v 动词 53 0.0006 93.8299
脱去 v 动词 53 0.0006 93.8263
文化遗产 n 名词 53 0.0006 93.8311
和约 n 名词 53 0.0006 93.8275
电波 n 名词 53 0.0006 93.8281
猖獗 a 形容词 53 0.0006 93.8287
惊呼 v 动词 53 0.0006 93.8293
苏维埃 n 名词 53 0.0006 93.8395
堪称 v 动词 53 0.0006 93.8305
舍弃 v 动词 53 0.0006 93.8251
北大 j 缩略语 53 0.0006 93.8317
军国主义 n 名词 53 0.0006 93.8323
器件 n 名词 53 0.0006 93.8329
湖南省 ns 地名 53 0.0006 93.8341
十年动乱 n 名词 53 0.0006 93.8347
体现 n 名词 53 0.0006 93.8353
志向 n 名词 53 0.0006 93.8359
推动力 n 名词 53 0.0006 93.8365
行车 v 动词 53 0.0006 93.8371
作到 v 动词 53 0.0006 93.8377
林地 n 名词 53 0.0006 93.8383
别 n 名词 53 0.0006 93.8335
犯 n 名词 53 0.0006 93.8389
撇 v 动词 53 0.0006 93.8167
概论 n 名词 53 0.0006 93.8107
透彻 a 形容词 53 0.0006 93.8113
口岸 n 名词 53 0.0006 93.8119
礼节 n 名词 53 0.0006 93.8125
病虫害 j 缩略语 53 0.0006 93.8131
平庸 a 形容词 53 0.0006 93.8137
核对 v 动词 53 0.0006 93.8143
都 n 名词 53 0.0006 93.8149
去路 n 名词 53 0.0006 93.8179
作为 vl 联系动词 53 0.0006 93.8155
好汉 n 名词 53 0.0006 93.8269
者 n 名词 53 0.0006 93.8161
病程 n 名词 53 0.0006 93.8245
吏 n 名词 53 0.0006 93.8173
耷拉 v 动词 53 0.0006 93.8101
有益于 v 动词 53 0.0006 93.8185
冒充 v 动词 53 0.0006 93.8191
办报 v 动词 53 0.0006 93.8197
红润 a 形容词 53 0.0006 93.8203
悖论 n 名词 53 0.0006 93.8209
顶峰 n 名词 53 0.0006 93.8215
一点 q 量词 53 0.0006 93.8239
凤凰 n 名词 53 0.0006 93.8233
鱼苗 n 名词 53 0.0006 93.7957
柴可夫斯基 nh 人名 53 0.0006 93.7645
打响 v 动词 53 0.0006 93.7369
花丛 n 名词 53 0.0006 93.7387
集邮 v 动词 53 0.0006 93.7393
云集 v 动词 53 0.0006 93.7399
摒弃 v 动词 53 0.0006 93.7405
过活 v 动词 53 0.0006 93.7411
轧 v 动词 53 0.0006 93.7417
师范学校 n 名词 53 0.0006 93.7423
石家庄 ns 地名 53 0.0006 93.7507
西面 nd 方位名词 53 0.0006 93.7435
灼热 a 形容词 53 0.0006 93.7363
铁木真 nh 人名 53 0.0006 93.7339
劣势 n 名词 53 0.0006 93.7447
发电厂 n 名词 53 0.0006 93.7429
迎合 v 动词 53 0.0006 93.7453
放射性元素 n 名词 53 0.0006 93.7459
闲谈 v 动词 53 0.0006 93.7465
纵身 v 动词 53 0.0006 93.7471
历法 n 名词 53 0.0006 93.7477
杀菌剂 n 名词 53 0.0006 93.7483
阁下 n 名词 53 0.0006 93.7489
近代史 n 名词 53 0.0006 93.7495
红军 ni 机构名 53 0.0006 93.7501
荡漾 v 动词 53 0.0006 93.7441
查尔顿 nh 人名 53 0.0006 93.7267
窘 a 形容词 53 0.0006 93.7261
查阅 v 动词 53 0.0006 93.7273
眸子 n 名词 53 0.0006 93.7255
大字报 n 名词 53 0.0006 93.7249
凑近 v 动词 53 0.0006 93.7243
把戏 n 名词 53 0.0006 93.7225
川 j 缩略语 53 0.0006 93.7231
小农经济 n 名词 53 0.0006 93.7237
腼腆 a 形容词 53 0.0006 93.7279
对面 n 名词 53 0.0006 93.7285
耳机 n 名词 53 0.0006 93.7291
铺盖 n 名词 53 0.0006 93.7297
生气 n 名词 53 0.0006 93.7303
触电 v 动词 53 0.0006 93.7309
家用 n 名词 53 0.0006 93.7315
土中 nl 处所名词 53 0.0006 93.7321
宁波 ns 地名 53 0.0006 93.7327
佛陀 n 名词 53 0.0006 93.7357
纪 n 名词 53 0.0006 93.7333
跳高 n 名词 53 0.0006 93.7345
杠 n 名词 53 0.0006 93.7351
巨浪 n 名词 53 0.0006 93.7381
玉华 nhs 人名-名 53 0.0006 93.7795
枯竭 a 形容词 53 0.0006 93.7663
郁 a 形容词 53 0.0006 93.7669
有色金属 n 名词 53 0.0006 93.7675
独创性 n 名词 53 0.0006 93.7681
跪下 v 动词 53 0.0006 93.7687
开元 nt 时间名词 53 0.0006 93.7693
耳光 n 名词 53 0.0006 93.7699
冲天 v 动词 53 0.0006 93.7705
摆出 v 动词 53 0.0006 93.7711
喔 o 拟声词 53 0.0006 93.7717
电缆 n 名词 53 0.0006 93.7801
制度化 v 动词 53 0.0006 93.7729
显而易见 i 习用语 53 0.0006 93.7657
张发奎 nh 人名 53 0.0006 93.7741
写照 n 名词 53 0.0006 93.7639
比喻 v 动词 53 0.0006 93.7753
纺织品 n 名词 53 0.0006 93.7963
重病 n 名词 53 0.0006 93.7759
计划性 n 名词 53 0.0006 93.7765
木条 n 名词 53 0.0006 93.7771
痒 a 形容词 53 0.0006 93.7777
摇曳 v 动词 53 0.0006 93.7783
版面 n 名词 53 0.0006 93.7789
直流 v 动词 53 0.0006 93.7585
奔波 v 动词 53 0.0006 93.7735
该项 n 名词 53 0.0006 93.7573
搞上去 v 动词 53 0.0006 93.7723
来客 n 名词 53 0.0006 93.7375
偏旁 n 名词 53 0.0006 93.7519
诗篇 n 名词 53 0.0006 93.7525
他用 n 名词 53 0.0006 93.7531
养育 v 动词 53 0.0006 93.7537
威望 n 名词 53 0.0006 93.7543
日伪军 j 缩略语 53 0.0006 93.7549
话头 n 名词 53 0.0006 93.7555
星期日 nt 时间名词 53 0.0006 93.7561
考场 n 名词 53 0.0006 93.7567
框 n 名词 53 0.0006 93.7651
存有 v 动词 53 0.0006 93.7579
桌椅 n 名词 53 0.0006 93.7513
尿道 n 名词 53 0.0006 93.7591
经常性 n 名词 53 0.0006 93.7597
梗 n 名词 53 0.0006 93.7603
研究会 n 名词 53 0.0006 93.7609
心肠 n 名词 53 0.0006 93.7615
包裹 n 名词 53 0.0006 93.7621
地方性 n 名词 53 0.0006 93.7627
骡子 n 名词 53 0.0006 93.7633
矿藏 n 名词 53 0.0006 93.7747
被害人 n 名词 52 0.0005 93.907
两下 mq 数量 52 0.0005 93.9075
广州市 ns 地名 52 0.0005 93.908
主机 n 名词 52 0.0005 93.9085
还击 v 动词 52 0.0005 93.909
缝合 v 动词 52 0.0005 93.9095
出院 v 动词 52 0.0005 93.91
脑后 nl 处所名词 52 0.0005 93.9105
小队 n 名词 52 0.0005 93.911
遗传物质 n 名词 52 0.0005 93.9185
南极洲 ns 地名 52 0.0005 93.912
融洽 a 形容词 52 0.0005 93.9055
小人书 n 名词 52 0.0005 93.913
合计 v 动词 52 0.0005 93.9135
闷 v 动词 52 0.0005 93.914
石达开 nh 人名 52 0.0005 93.9145
表意 v 动词 52 0.0005 93.915
既定 a 形容词 52 0.0005 93.9155
晋 j 缩略语 52 0.0005 93.916
濒临 v 动词 52 0.0005 93.9165
掺 v 动词 52 0.0005 93.917
信息论 n 名词 52 0.0005 93.9175
探险 v 动词 52 0.0005 93.9305
卢华 nh 人名 52 0.0005 93.899
清明 nt 时间名词 52 0.0005 93.918
轰鸣 v 动词 52 0.0005 93.9125
碟 n 名词 52 0.0005 93.9115
维他命 n 名词 52 0.0005 93.893
叙利亚 ns 地名 52 0.0005 93.8935
塞 n 名词 52 0.0005 93.894
风波 n 名词 52 0.0005 93.8945
一千五百 m 数词 52 0.0005 93.895
